name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage_km_per_ltr,engine,max_power_bhp,seats,brand,car_age,brand_category,km_per_year,price_per_km,power_to_engine_ratio
Maruti Ertiga SHVS VDI,710000,50000.0,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,Maruti,7,Non-Luxury,7142.857142857143,14.2,0.07091346153846154
Maruti Alto 800 VXI,285000,22000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti,6,Non-Luxury,3666.6666666666665,12.954545454545455,0.059422110552763814
Hyundai Creta 1.4 E Plus,990000,19600.0,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,5.0,Hyundai,5,Non-Luxury,3920.0,50.51020408163265,0.06353868194842408
Tata Indigo CS eGLS BS IV,362000,104000.0,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,5.0,Tata,7,Non-Luxury,14857.142857142857,3.480769230769231,0.053730092204526396
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,880000,33000.0,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,Ford,7,Non-Luxury,4714.285714285715,26.666666666666668,0.06606141522029373
Mahindra TUV 300 mHAWK100 T8,700000,60000.0,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra,7,Non-Luxury,8571.42857142857,11.666666666666666,0.06697923643670463
Mahindra Bolero 2011-2019 DI - AC BS III,600000,60000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,Mahindra,8,Non-Luxury,7500.0,10.0,0.02497027348394768
Nissan Terrano XL,700000,40000.0,Petrol,Individual,Manual,First Owner,13.24,1598.0,102.5,5.0,Nissan,9,Non-Luxury,4444.444444444444,17.5,0.06414267834793493
Tata Tiago 1.05 Revotorq XT,400000,60000.0,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,Tata,8,Non-Luxury,7500.0,6.666666666666667,0.0659025787965616
Hyundai Accent Executive LPG,165000,80000.0,LPG,Individual,Manual,First Owner,13.2,1495.0,93.7,5.0,Hyundai,14,Non-Luxury,5714.285714285715,2.0625,0.06267558528428094
Toyota Innova 2.5 V Diesel 8-seater,350000,376412.0,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,Toyota,17,Non-Luxury,22141.882352941175,0.9298322051369244,0.0408981555733761
Maruti Ertiga VXI,425000,80000.0,Petrol,Individual,Manual,Third Owner,16.02,1373.0,93.7,7.0,Maruti,10,Non-Luxury,8000.0,5.3125,0.06824471959213402
Hyundai Santro Xing GL Plus,180000,70000.0,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,Hyundai,12,Non-Luxury,5833.333333333333,2.5714285714285716,0.057182320441988954
Maruti Alto K10 2010-2014 VXI,170000,90000.0,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,5.0,Maruti,12,Non-Luxury,7500.0,1.8888888888888888,0.06723446893787574
Mahindra Bolero 2011-2019 DI NON AC BS III White,370000,183000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,Mahindra,10,Non-Luxury,18300.0,2.021857923497268,0.02497027348394768
Maruti Vitara Brezza VDi,800000,27000.0,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,6,Non-Luxury,4500.0,29.62962962962963,0.07091346153846154
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,900000,35000.0,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,Ford,7,Non-Luxury,5000.0,25.714285714285715,0.06606141522029373
Maruti Swift VDI,390000,120000.0,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,Maruti,11,Non-Luxury,10909.09090909091,3.25,0.05929487179487179
Maruti Swift Dzire VDI,445000,80000.0,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,Maruti,10,Non-Luxury,8000.0,5.5625,0.05929487179487179
Maruti Swift Dzire VDI,459999,70000.0,Diesel,Individual,Manual,Fourth & Above Owner,23.4,1248.0,74.0,5.0,Maruti,10,Non-Luxury,7000.0,6.571414285714286,0.05929487179487179
Maruti Wagon R LXI DUO BS IV,275000,55000.0,LPG,Individual,Manual,First Owner,14.4,998.0,61.7,5.0,Maruti,11,Non-Luxury,5000.0,5.0,0.06182364729458918
Maruti Ritz VDi,200000,120000.0,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,Maruti,15,Non-Luxury,8000.0,1.6666666666666667,0.059214743589743594
Maruti Swift Dzire 1.2 Lxi BSIV,350000,72000.0,Petrol,Individual,Manual,Second Owner,17.5,1197.0,85.8,5.0,Maruti,12,Non-Luxury,6000.0,4.861111111111111,0.07167919799498747
Tata New Safari 4X4 EXI BSIII,95000,120000.0,Diesel,Individual,Manual,Second Owner,12.0,2092.0,127.0,7.0,Tata,17,Non-Luxury,7058.823529411765,0.7916666666666666,0.0607074569789675
Toyota Etios GD,550000,250000.0,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5.0,Toyota,10,Non-Luxury,25000.0,2.2,0.04914956011730206
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,900000,100000.0,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,9.0,Chevrolet,8,Non-Luxury,12500.0,9.0,0.028971588635454185
Tata Sumo Gold GX,350000,120000.0,Diesel,Individual,Manual,Second Owner,15.3,2956.0,83.83,7.0,Tata,11,Non-Luxury,10909.09090909091,2.9166666666666665,0.028359269282814615
Hyundai Grand i10 Asta,455999,32000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai,10,Non-Luxury,3200.0,14.24996875,0.06850459482038429
Maruti Alto STD,129000,60000.0,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,Maruti,16,Non-Luxury,3750.0,2.15,0.05816582914572864
Maruti Alto 800 LXI,254000,40000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti,7,Non-Luxury,5714.285714285715,6.35,0.059422110552763814
Ford Ecosport 1.5 Diesel Trend,570000,48000.0,Diesel,Individual,Manual,First Owner,21.7,1498.0,98.96,5.0,Ford,10,Non-Luxury,4800.0,11.875,0.06606141522029373
Nissan Terrano XL D Option,840000,30000.0,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.14,5.0,Nissan,6,Non-Luxury,5000.0,28.0,0.056906228610540725
Tata New Safari DICOR 2.2 GX 4x2 BS IV,235000,100000.0,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.1,7.0,Tata,14,Non-Luxury,7142.857142857143,2.35,0.06337769619091325
Mahindra TUV 300 T6,700000,50000.0,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra,8,Non-Luxury,6250.0,14.0,0.06697923643670463
Hyundai Santro Xing ABS,140000,40000.0,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.83,5.0,Hyundai,14,Non-Luxury,2857.1428571428573,3.5,0.06836257309941521
Hyundai Grand i10 1.2 Kappa Sportz Option,528000,5000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,Hyundai,6,Non-Luxury,833.3333333333334,105.6,0.0683876357560568
Jeep Compass 2.0 Limited Option,1500000,12000.0,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,Jeep,7,Non-Luxury,1714.2857142857142,125.0,0.0869120654396728
Mahindra Bolero 2011-2019 DI - AC BS III,560000,72000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,Mahindra,8,Non-Luxury,9000.0,7.777777777777778,0.02497027348394768
Mahindra Bolero 2011-2019 DI - AC BS III,600000,70000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,Mahindra,8,Non-Luxury,8750.0,8.571428571428571,0.02497027348394768
Chevrolet Aveo U-VA 1.2 LS,102000,50000.0,Petrol,Individual,Manual,Second Owner,15.26,1150.0,74.9,5.0,Chevrolet,17,Non-Luxury,2941.176470588235,2.04,0.0651304347826087
Mahindra XUV500 W8 AWD,750000,70000.0,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,Mahindra,10,Non-Luxury,7000.0,10.714285714285714,0.06424965580541533
Chevrolet Aveo U-VA 1.2,148000,70000.0,Petrol,Individual,Manual,Third Owner,14.7,1150.0,76.0,5.0,Chevrolet,14,Non-Luxury,5000.0,2.1142857142857143,0.06608695652173913
Maruti Baleno Alpha 1.2,650000,50000.0,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,Maruti,9,Non-Luxury,5555.555555555556,13.0,0.06942355889724311
Volkswagen Polo Petrol Trendline 1.2L,310000,40000.0,Petrol,Individual,Manual,First Owner,16.47,1198.0,73.9,5.0,Volkswagen,12,Non-Luxury,3333.3333333333335,7.75,0.06168614357262104
Hyundai Xcent 1.2 Kappa S,480000,30000.0,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5.0,Hyundai,10,Non-Luxury,3000.0,16.0,0.06850459482038429
Maruti Alto 800 VXI,320000,15000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti,6,Non-Luxury,2500.0,21.333333333333332,0.059422110552763814
Honda City i VTEC VX,750000,40000.0,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,Honda,9,Non-Luxury,4444.444444444444,18.75,0.0783567134268537
Nissan Micra Active XL Petrol,370000,40000.0,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,5.0,Nissan,7,Non-Luxury,5714.285714285715,9.25,0.05595993322203673
Maruti Swift ZXI,320000,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,18.6,1197.0,85.8,5.0,Maruti,11,Non-Luxury,5454.545454545455,5.333333333333333,0.07167919799498747
Maruti Swift ZXI,420000,67000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,85.8,5.0,Maruti,11,Non-Luxury,6090.909090909091,6.268656716417911,0.07167919799498747
Maruti Swift Dzire VXi,240000,60000.0,Petrol,Individual,Manual,Second Owner,17.5,1298.0,85.8,5.0,Maruti,14,Non-Luxury,4285.714285714285,4.0,0.06610169491525424
Datsun RediGO 1.0 S,220000,60000.0,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5.0,Datsun,7,Non-Luxury,8571.42857142857,3.6666666666666665,0.06706706706706707
Tata Tiago 1.2 Revotron XM,350000,30000.0,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata,8,Non-Luxury,3750.0,11.666666666666666,0.07005838198498748
Honda Amaze VX i-DTEC,675000,40000.0,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,Honda,6,Non-Luxury,6666.666666666667,16.875,0.06582109479305741
Toyota Etios Cross 1.2L G,434999,50000.0,Petrol,Individual,Manual,Second Owner,18.16,1197.0,78.8,5.0,Toyota,8,Non-Luxury,6250.0,8.69998,0.0658312447786132
Honda CR-V 2.0L 2WD AT,125000,200000.0,Petrol,Individual,Automatic,Third Owner,13.1,1997.0,141.1,5.0,Honda,18,Non-Luxury,11111.111111111111,0.625,0.07065598397596394
Mahindra KUV 100 mFALCON G80 K6 AW,400000,14000.0,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,6.0,Mahindra,8,Non-Luxury,1750.0,28.571428571428573,0.06844741235392321
Chevrolet Tavera Neo 3 9 Str BSIII,425000,70000.0,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,9.0,Chevrolet,9,Non-Luxury,7777.777777777777,6.071428571428571,0.028971588635454185
Maruti Ritz Genus VDi,311000,94000.0,Diesel,Individual,Manual,Second Owner,21.1,1248.0,75.0,5.0,Maruti,14,Non-Luxury,6714.285714285715,3.3085106382978724,0.06009615384615385
Chevrolet Tavera Neo 3 10 Seats BSIII,509999,197000.0,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,10.0,Chevrolet,9,Non-Luxury,21888.88888888889,2.5888274111675127,0.028971588635454185
Ford Figo 1.5D Trend MT,530000,79000.0,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,5.0,Ford,9,Non-Luxury,8777.777777777777,6.708860759493671,0.06608811748998665
Skoda Octavia Rider 1.9 AT TDI,210000,120000.0,Diesel,Individual,Manual,Second Owner,18.7,1896.0,66.0,5.0,Skoda,16,Non-Luxury,7500.0,1.75,0.03481012658227848
Mahindra Marazzo M2 8Str BSIV,977000,30000.0,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,8.0,Mahindra,5,Non-Luxury,6000.0,32.56666666666667,0.08082832331329326
Maruti Wagon R VXI BS IV,440000,20000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,6,Non-Luxury,3333.3333333333335,22.0,0.06717434869739479
Maruti Wagon R VXI BS IV,440000,17000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,6,Non-Luxury,2833.3333333333335,25.88235294117647,0.06717434869739479
Hyundai i20 1.2 Spotz,655000,20000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai,6,Non-Luxury,3333.3333333333335,32.75,0.06836257309941521
Renault KWID RXT Optional,295000,60000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,8,Non-Luxury,7500.0,4.916666666666667,0.06670838548185232
Hyundai Getz 1.1 GLE,65000,70000.0,Petrol,Individual,Manual,Third Owner,15.0,1086.0,66.6,5.0,Hyundai,17,Non-Luxury,4117.64705882353,0.9285714285714286,0.06132596685082872
Tata Hexa XT,1200000,150000.0,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,Tata,7,Non-Luxury,21428.571428571428,8.0,0.07061037173015146
Tata Hexa XM,1251000,35000.0,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,Tata,7,Non-Luxury,5000.0,35.74285714285714,0.07061037173015146
Tata Indigo CS eLX BS IV,200000,60000.0,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,Tata,14,Non-Luxury,4285.714285714285,3.3333333333333335,0.0494269340974212
Hyundai i20 Active 1.4 SX with AVN,750000,40000.0,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0,Hyundai,8,Non-Luxury,5000.0,18.75,0.06356017191977077
Maruti Wagon R LXI CNG,400000,60000.0,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5.0,Maruti,6,Non-Luxury,10000.0,6.666666666666667,0.05827655310621242
Honda Amaze E i-VTEC,475000,57000.0,Petrol,Individual,Manual,First Owner,17.8,1198.0,86.7,5.0,Honda,7,Non-Luxury,8142.857142857143,8.333333333333334,0.07237061769616027
Tata Indigo VS,110000,120000.0,Diesel,Individual,Manual,Second Owner,17.8,1405.0,70.0,5.0,Tata,12,Non-Luxury,10000.0,0.9166666666666666,0.0498220640569395
Renault KWID 1.0 RXT 02 Anniversary Edition,350000,30000.0,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,Renault,7,Non-Luxury,4285.714285714285,11.666666666666666,0.06706706706706707
Maruti Swift Dzire Tour LDI,450000,175000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti,8,Non-Luxury,21875.0,2.5714285714285716,0.05929487179487179
Tata Indigo LX,150000,90000.0,Diesel,Individual,Manual,First Owner,17.0,1405.0,70.0,5.0,Tata,14,Non-Luxury,6428.571428571428,1.6666666666666667,0.0498220640569395
Tata Indica V2 DLS,80000,110000.0,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,5.0,Tata,15,Non-Luxury,7333.333333333333,0.7272727272727273,0.03832378223495702
Hyundai i20 Magna 1.2,430000,35000.0,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,Hyundai,9,Non-Luxury,3888.8888888888887,12.285714285714286,0.06836257309941521
Toyota Innova Crysta 2.4 ZX MT BSIV,1450000,81000.0,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,7.0,Toyota,7,Non-Luxury,11571.42857142857,17.901234567901234,0.06176347680735479
Chevrolet Cruze LTZ,360000,100000.0,Diesel,Individual,Manual,First Owner,18.3,1991.0,147.9,5.0,Chevrolet,13,Non-Luxury,7692.307692307692,3.6,0.07428427925665496
Tata Hexa XTA,1445000,60000.0,Diesel,Individual,Automatic,First Owner,17.6,2179.0,153.86,7.0,Tata,7,Non-Luxury,8571.42857142857,24.083333333333332,0.07061037173015146
Honda City i DTec S,670000,60000.0,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5.0,Honda,8,Non-Luxury,7500.0,11.166666666666666,0.06582109479305741
Mercedes-Benz GLA Class 200,2000000,70000.0,Petrol,Individual,Automatic,First Owner,13.7,1991.0,183.0,5.0,Mercedes-Benz,8,Luxury,8750.0,28.571428571428573,0.09191361125062783
Maruti Swift 1.3 VXi,175000,83000.0,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.83,5.0,Maruti,14,Non-Luxury,5928.571428571428,2.108433734939759,0.06836257309941521
Honda Amaze S i-Dtech,440000,50000.0,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,Honda,9,Non-Luxury,5555.555555555556,8.8,0.06582109479305741
Hyundai i20 1.4 CRDi Era,254999,90000.0,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5.0,Hyundai,12,Non-Luxury,7500.0,2.8333222222222223,0.06446991404011461
Datsun GO Plus A Option Petrol,530000,65000.0,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,7.0,Datsun,6,Non-Luxury,10833.333333333334,8.153846153846153,0.05596828046744574
Mahindra XUV500 W4 1.99 mHawk,890000,40000.0,Diesel,Individual,Manual,Second Owner,16.0,1997.0,140.0,7.0,Mahindra,8,Non-Luxury,5000.0,22.25,0.0701051577366049
Volkswagen Polo Diesel Comfortline 1.2L,280000,80000.0,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5.0,Volkswagen,11,Non-Luxury,7272.727272727273,3.5,0.06163469557964971
Maruti Swift Dzire AMT ZXI,725000,35000.0,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,Maruti,7,Non-Luxury,5000.0,20.714285714285715,0.0683375104427736
Mahindra TUV 300 T8,700000,30000.0,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra,8,Non-Luxury,3750.0,23.333333333333332,0.06697923643670463
Maruti Zen Estilo LXI BSIII,90000,70000.0,Petrol,Individual,Manual,First Owner,18.2,998.0,67.1,5.0,Maruti,17,Non-Luxury,4117.64705882353,1.2857142857142858,0.06723446893787574
Hyundai i10 Magna 1.1L,287000,100000.0,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,Hyundai,9,Non-Luxury,11111.111111111111,2.87,0.06266114180478821
Hyundai Creta 1.6 SX Automatic,1380000,55000.0,Petrol,Individual,Automatic,First Owner,14.8,1591.0,121.3,5.0,Hyundai,6,Non-Luxury,9166.666666666666,25.09090909090909,0.07624135763670647
Toyota Innova 2.5 G (Diesel) 7 Seater,750000,80000.0,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7.0,Toyota,11,Non-Luxury,7272.727272727273,9.375,0.04033680834001604
Hyundai Verna 1.4 VTVT,650000,40000.0,Petrol,Individual,Manual,First Owner,17.43,1396.0,105.5,5.0,Hyundai,8,Non-Luxury,5000.0,16.25,0.0755730659025788
Maruti Wagon R LXI BS IV,240000,108916.0,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,Maruti,11,Non-Luxury,9901.454545454546,2.2035329979066436,0.06717434869739479
Hyundai EON Magna Optional,290000,40000.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,Hyundai,11,Non-Luxury,3636.3636363636365,7.25,0.06781326781326781
Hyundai EON Era Plus,229999,80000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai,10,Non-Luxury,8000.0,2.8749875,0.06781326781326781
Honda City i DTec VX,1000000,50000.0,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5.0,Honda,8,Non-Luxury,6250.0,20.0,0.06582109479305741
Hyundai Santro Xing GL Plus,200000,90000.0,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5.0,Hyundai,12,Non-Luxury,7500.0,2.2222222222222223,0.057182320441988954
Maruti Alto LX,90000,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5.0,Maruti,20,Non-Luxury,3500.0,1.2857142857142858,0.05816582914572864
Hyundai i20 1.4 CRDi Asta,330000,90000.0,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5.0,Hyundai,12,Non-Luxury,7500.0,3.6666666666666665,0.06446991404011461
Maruti Ritz VDi ABS,200000,70000.0,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,5.0,Maruti,15,Non-Luxury,4666.666666666667,2.857142857142857,0.059214743589743594
Mahindra KUV 100 D75 K4 Plus,420000,31000.0,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0,Mahindra,6,Non-Luxury,5166.666666666667,13.548387096774194,0.0642737896494157
Maruti Swift Dzire VDi,260000,120000.0,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,Maruti,15,Non-Luxury,8000.0,2.1666666666666665,0.059214743589743594
Hyundai i20 Sportz 1.2,590000,40000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai,8,Non-Luxury,5000.0,14.75,0.06836257309941521
Maruti Swift VDI BSIV,545000,180000.0,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti,9,Non-Luxury,20000.0,3.0277777777777777,0.05929487179487179
Maruti Wagon R LXI BS IV,210000,90000.0,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,Maruti,13,Non-Luxury,6923.076923076923,2.3333333333333335,0.06723446893787574
Honda City 2017-2020 GXi,185000,110000.0,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0,Honda,16,Non-Luxury,6875.0,1.6818181818181819,0.052104208416833664
Maruti Wagon R LXI,125000,59000.0,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,Maruti,18,Non-Luxury,3277.777777777778,2.1186440677966103,0.06723446893787574
Hyundai EON Magna Plus,280000,60000.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,Hyundai,10,Non-Luxury,6000.0,4.666666666666667,0.06781326781326781
Hyundai Santro Xing XO,99000,89500.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.83,5.0,Hyundai,19,Non-Luxury,4710.526315789473,1.106145251396648,0.06836257309941521
Maruti Wagon R VXI,98000,70000.0,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,Maruti,19,Non-Luxury,3684.2105263157896,1.4,0.06723446893787574
Tata Indica Vista Aqua 1.4 TDI,100000,190000.0,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,5.0,Tata,15,Non-Luxury,12666.666666666666,0.5263157894736842,0.050533807829181494
Mahindra Verito Vibe 1.5 dCi D4,250000,180000.0,Diesel,Individual,Manual,First Owner,20.8,1461.0,64.1,5.0,Mahindra,11,Non-Luxury,16363.636363636364,1.3888888888888888,0.04387405886379192
Toyota Fortuner 3.0 Diesel,750000,150000.0,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7.0,Toyota,14,Non-Luxury,10714.285714285714,5.0,0.05734406438631791
Chevrolet Optra Magnum 2.0 LS,160000,130000.0,Diesel,Individual,Manual,Second Owner,16.52,1991.0,123.7,5.0,Chevrolet,17,Non-Luxury,7647.058823529412,1.2307692307692308,0.062129583124058266
Hyundai Verna 1.6 CRDi EX AT,509999,120000.0,Diesel,Individual,Automatic,Second Owner,22.32,1582.0,126.3,5.0,Hyundai,11,Non-Luxury,10909.09090909091,4.249991666666666,0.07983565107458912
Tata Indica V2 DL,95000,80000.0,Diesel,Individual,Manual,Second Owner,17.88,1396.0,52.8,5.0,Tata,15,Non-Luxury,5333.333333333333,1.1875,0.03782234957020057
Hyundai Verna 1.6 SX CRDi (O),525000,80000.0,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,Hyundai,10,Non-Luxury,8000.0,6.5625,0.07984829329962073
Datsun RediGO 1.0 T Option,278000,20000.0,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5.0,Datsun,7,Non-Luxury,2857.1428571428573,13.9,0.06706706706706707
Maruti 800 AC,50000,60000.0,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti,27,Non-Luxury,2222.222222222222,0.8333333333333334,0.04648241206030151
Volkswagen Polo Diesel Highline 1.2L,254999,120000.0,Diesel,Individual,Manual,Third Owner,22.07,1199.0,73.9,5.0,Volkswagen,13,Non-Luxury,9230.76923076923,2.124991666666667,0.06163469557964971
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,950000,51000.0,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,Maruti,6,Non-Luxury,8500.0,18.627450980392158,0.07091346153846154
Honda City 2017-2020 GXi,229999,60000.0,Petrol,Individual,Manual,Third Owner,17.7,1497.0,78.0,5.0,Honda,17,Non-Luxury,3529.4117647058824,3.8333166666666667,0.052104208416833664
Toyota Innova 2.5 G4 Diesel 8-seater,600000,220000.0,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,Toyota,15,Non-Luxury,14666.666666666666,2.727272727272727,0.0408981555733761
Maruti Alto 800 VXI Optional,330000,20000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti,7,Non-Luxury,2857.1428571428573,16.5,0.059422110552763814
Maruti Alto K10 VXI,350000,40000.0,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,Maruti,7,Non-Luxury,5714.285714285715,8.75,0.06718436873747495
Volkswagen Polo 1.2 MPI Comfortline,560000,35000.0,Petrol,Individual,Manual,First Owner,16.2,1199.0,74.0,5.0,Volkswagen,8,Non-Luxury,4375.0,16.0,0.061718098415346125
Maruti Wagon R VXI BS IV,440000,30000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,7,Non-Luxury,4285.714285714285,14.666666666666666,0.06717434869739479
Maruti A-Star Vxi,220000,90000.0,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0,Maruti,13,Non-Luxury,6923.076923076923,2.4444444444444446,0.06623246492985971
Maruti Swift Dzire ZDI,750000,110000.0,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.02,5.0,Maruti,7,Non-Luxury,15714.285714285714,6.818181818181818,0.05931089743589743
Mahindra XUV500 W6 2WD,800000,140000.0,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,Mahindra,9,Non-Luxury,15555.555555555555,5.714285714285714,0.06424965580541533
Tata Indica V2 DLX,59259,104000.0,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,5.0,Tata,17,Non-Luxury,6117.64705882353,0.5697980769230769,0.03832378223495702
Mahindra Thar DI 4X4 PS,750000,16000.0,Diesel,Individual,Manual,First Owner,18.06,2523.0,63.0,7.0,Mahindra,9,Non-Luxury,1777.7777777777778,46.875,0.02497027348394768
Maruti Baleno RS 1.0 Petrol,780000,7200.0,Petrol,Individual,Manual,First Owner,21.1,998.0,100.5,5.0,Maruti,5,Non-Luxury,1440.0,108.33333333333333,0.10070140280561123
Volkswagen Polo Diesel Comfortline 1.2L,320000,77000.0,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5.0,Volkswagen,13,Non-Luxury,5923.076923076923,4.1558441558441555,0.06163469557964971
